"Ctrl_0"	"Ctrl_1"	"Ctrl_2"	"Ctrl_3"	"TollLPS_0"	"TollLPS_1"	"TollLPS_2"	"TollLPS_3"	"TollMRP8_0"	"TollMRP8_1"	"TollMRP8_2"	"TollMRP8_3"	"ActLPS_0"	"ActLPS_1"	"ActLPS_2"	"ActLPS_3"
"BDNF-AS"	20537.1889518574	27342.741144821	10762.6050710678	32785.0562054664	270178.450085223	153236.834751442	198266.861820593	148592.430632561	159865.47190696	131325.721833855	286293.912446126	133447.05812633	334836.242650636	343446.536152624	361815.944942646	333720.834180713
"BDP1"	48047.275422141	54740.0928568095	48524.0757465363	48424.6389009058	122852.303599939	177203.858969733	244053.39253135	130154.042039067	276892.649428919	233470.204053447	147086.853953078	286785.972351208	330715.212249197	331606.812682003	392612.464376725	388269.697804935
"BEAN1"	56206.9526175037	23589.8010665551	8220.22161446512	9070.32729592174	296455.252356827	101961.253210902	178889.928990975	234215.890010819	104635.434504598	176095.075346529	235366.533976048	271089.481655508	379367.511556484	337333.020265214	329920.069151558	368965.260428376
"BECN1"	61238.520196639	90433.7415937334	52631.0901157558	6349.60809256881	233620.198722929	275463.027087972	188675.524946302	161952.887009829	203083.326527849	150567.69750081	117796.705756336	260614.588204771	376842.34098997	371858.97429008	303555.166837759	345227.930904366
"BECN1P1"	3684.11184754223	18454.8584977165	71.5219182893634	73495.6790460274	227888.457057998	292193.593690172	219043.058622628	111915.701627731	194453.774299473	205570.569355041	109760.130243376	158535.586996004	320742.585835978	330747.065111063	350442.686118186	363762.605679221
"BEGAIN"	57719.4506302476	296.158134005964	50381.766539067	95388.3412992582	207310.337666422	288754.183240235	137288.101995364	243138.885917142	235409.056395292	270445.996941999	143108.516000211	279825.908876956	352153.065777384	391074.456553906	328219.531220384	357708.816369995
"BEND2"	40546.5443385765	6813.92843835056	68689.9821041152	85621.8677246943	114895.110344514	179055.158421397	116220.55307962	196807.876555249	161611.780617386	110502.303624526	143297.093780711	117611.929494888	364500.677539036	375708.8171551	364699.610625394	323335.210396908
"BEND3"	65589.7877877578	35082.8829221427	45938.6244881898	56163.3131001145	298494.404694065	140006.911754608	269476.274214685	209114.870196208	187428.156565875	179401.152161881	285249.285260215	150314.536318183	327699.062810279	385246.765357442	350518.60450767	369491.866533644
"BEND3P3"	6265.46039711684	57967.1917017549	68305.5019704625	23902.4037495255	170693.653170019	190554.939070717	119541.310891509	159686.673805118	154838.992562145	257933.341246098	270978.839509189	207615.613890812	328378.603816964	312835.804885253	328882.016171701	309832.563693635
"BEND4"	90958.4857989103	75423.7129818648	59370.674774982	75931.1781497672	207824.897812679	186836.142512038	183194.871526212	295089.803030714	237930.272752419	253289.985703304	120931.423688307	219796.448713169	324829.144310206	364451.252808794	311640.707287006	366854.069754481
"BEND5"	30475.2651136369	46242.0834228396	11630.7649761438	40545.3266110271	202002.320205793	239269.122760743	101428.486267105	240200.170548633	159674.030402675	277843.163534999	296854.153880849	234211.806161329	342759.832157753	310673.376661725	304413.083405234	343464.566208422
"BEND6"	21705.1660176367	44859.2481901869	16659.5129296184	46312.2092420235	108334.918925539	201079.234387726	211867.657024413	175543.533731252	229262.733925134	132073.752814904	177212.916361168	114344.193087891	385659.264703281	308411.660650745	388621.359085664	302592.432545498
"BEND7"	88079.1086237878	57802.4710062891	33612.435287796	33861.1627696082	213172.679487616	107195.178233087	144855.446461588	159703.700477257	229639.076907188	298244.164558128	176460.332982242	262359.337275848	323624.184844084	339012.047904544	345690.209977329	365873.001795262
"BEST1"	90183.3340059966	10581.6100956872	26240.1930522174	24449.0829063579	117323.391418904	193549.252999946	243245.198111981	103011.837927625	198613.901529461	266392.581164837	173507.131170481	212822.524225339	381130.757858045	309761.376515962	356295.123975724	322454.346832819
"BEST2"	17482.4213376269	49460.2453429252	40354.365366511	55509.6335941926	286087.012849748	262789.935618639	175617.83879064	254872.34913744	259741.766517982	281648.629857227	275485.373893753	246645.316807553	399304.179148749	392927.967687137	304860.495589674	384034.616756253
"BEST3"	45417.1172110364	94736.6793639958	50941.7245630175	53887.237678282	232947.091571987	135858.530411497	270137.95808889	184618.633845821	237501.729605719	105964.083969593	114112.094976008	206216.571340337	367078.629392199	359864.54479862	329198.746103793	335372.042097151
"BEST4"	27239.9253211915	31096.4134987444	30208.3156537265	20913.5773126036	285636.961273849	165843.353606761	155841.936962679	241134.467022493	111768.993223086	299901.882000268	106333.10014382	147605.271963403	376951.833115891	386498.68783541	381437.569553964	319679.850433022
"BET1"	78636.5671316162	77321.2027270347	70431.4813483506	23088.2023926824	297347.646113485	178610.516432673	171005.128789693	149574.114568532	158091.844711453	263231.671787798	158547.574700788	116226.401599124	335534.659144469	307578.704576008	319019.028358161	352223.662566394
"BET1L"	26568.585052155	73174.9183963984	13302.2221270949	44686.8520928547	189027.12482959	257206.953596324	110036.048758775	116407.7186957	178466.007253155	295190.371293575	254320.389032364	155884.705670178	366059.952881187	346567.971049808	392315.559904091	319046.350824647
"BEX1"	98948.5643105581	231.559434905648	26534.1328456998	29440.7479232177	159105.383744463	241980.60715571	261183.572886512	100331.218913198	253027.202375233	192206.937540323	193783.227121457	114897.412713617	357953.790482134	337880.837055854	361147.773452103	334982.642438263
"BEX2"	76902.7759321034	99756.6800797358	94411.2085737288	15638.40508461	137335.736677051	167186.576128006	198410.668084398	148123.710229993	277586.763678119	298451.536567882	155161.220952868	271418.370073661	380511.330417357	324734.669155441	361462.103389204	328061.433346011
"BEX4"	52512.1818063781	81285.2269504219	23888.9483036473	87637.2897066176	268511.777184904	167771.292570978	173744.650697336	196698.600007221	224082.626681775	273039.629682899	142136.120609939	260416.106833145	389530.662400648	322294.380539097	359887.310233898	320125.257014297
"BEX5"	76689.642900601	28728.6926526576	8570.57662215084	41512.863826938	170290.674827993	227583.275223151	148135.094437748	153113.27255331	181810.498097911	121006.789011881	114505.371404812	217243.529297411	324963.173363358	391545.896348543	332474.797521718	335377.398063429
"BFAR"	37793.6215838417	54963.8924887404	42754.2380522937	15967.9907374084	283351.166034117	224362.723995	187847.328418866	186034.472612664	225079.787056893	299044.998828322	269236.479466781	196271.044295281	305505.411955528	363688.292913139	391803.440172225	335212.832689285
"BFSP1"	96750.6404500455	42905.8177629486	76679.0436813608	73296.1850706488	124233.206082135	208896.685251966	162797.915935516	220096.361124888	297999.73894842	263541.510468349	236015.18436335	132968.834973872	394957.46078901	324290.452012792	335523.924673907	369101.527309977
"BFSP2"	28493.7327960506	29612.3906504363	53036.0523145646	97228.9614379406	267497.35288322	195006.944378838	220896.897185594	208948.713215068	175412.775855511	150924.400566146	182423.698622733	245474.759954959	391016.506613232	337635.050737299	383755.514770746	327098.67793601
"BGLAP"	86542.6790667698	26933.3678530529	32322.3928688094	99507.9711312428	255490.531027317	143229.205952957	158192.837098613	265171.724744141	261232.900572941	190617.194259539	136165.74537009	125641.993712634	312203.005910851	325227.023125626	335062.805633061	325743.549014442
"BGN"	65339.3966145813	76502.0904131234	17086.5303603932	23844.4189773872	182132.002850994	201779.063139111	197308.861091733	180601.968709379	298488.941043615	118660.303857177	257315.583527088	134972.23095037	382784.908846952	320451.326924376	348533.034953289	322107.9767216
"BHLHA15"	75500.0268574804	54535.6550021097	5658.71789585799	63083.9676596224	293086.643097922	147839.498659596	132470.563286915	161832.865001634	114215.639187023	121251.025190577	114357.272069901	215751.284686849	335117.906262167	366709.809657186	336174.914194271	396054.234355688
"BHLHA9"	98610.1008486003	19420.7940250635	79356.5754313022	61756.9494759664	129268.665844575	115951.093658805	102975.619258359	167458.292702213	234089.274704456	260499.257268384	242300.628498197	191500.605782494	324636.427219957	341069.28568799	328787.201852538	342229.180014692
"BHLHB9"	46985.7592368498	68763.2884830236	61072.5918319076	26252.9609026387	288812.800962478	234305.077884346	296168.833272532	219185.476144776	284147.174470127	132635.082118213	186465.290049091	136359.615810215	396755.553153343	373071.783711202	300081.230676733	303649.029880762
"BHLHE22"	8715.13457968831	5955.8616951108	22151.2923249975	37610.0683351979	236190.725211054	193035.063939169	214112.353464589	109592.421725392	250135.244289413	133261.526748538	182992.760650814	119462.789548561	379533.104854636	326966.166030616	382948.767580092	394048.170768656
"BHLHE23"	70375.1646680757	94331.9431040436	6855.58207333088	4428.42503543943	148995.150998235	292944.148927927	157425.351627171	226941.658789292	246150.690829381	292529.7238864	270504.341134802	116180.844930932	328034.6223386	388808.497483842	362765.246024355	316183.150513098
"BHLHE40"	12289.7882247344	21644.8188759387	70396.950491704	15217.4306334928	207008.256670088	118923.649517819	223374.31050837	240849.769301713	109357.860079035	127710.68373695	140374.609921128	176287.534879521	376353.524718434	360584.583645687	318971.785670146	358213.340863585
"BHLHE40-AS1"	68925.7267629728	15575.938206166	26386.8052512407	14584.4391779974	213713.7751095	197488.715639338	228509.592963383	290374.917071313	289987.39416711	162115.926900879	173072.232306004	171418.86241734	363005.153671838	329543.457645923	348891.225340776	397344.377823174
"BHLHE41"	90200.7405878976	60181.8581111729	99164.1995264217	13478.5011410713	103318.089712411	214608.229603618	267744.899075478	200610.198825598	281120.862113312	289582.93334581	135177.283268422	143185.035698116	374670.511926524	319544.828729704	357559.290807694	317023.031483404
"BHMT"	20148.2519740239	37042.7167275921	60748.2482679188	46230.2799103782	103189.49567154	279503.394523636	164929.95750159	206957.827461883	153471.251856536	178807.927854359	161070.69584541	139956.903830171	387930.593942292	372075.381991453	343895.444390364	378840.00481572
"BHMT2"	9953.04947718978	43104.1314732283	13275.0114891678	719.088828191161	241175.410943106	232473.76489453	278336.117276922	288309.233635664	267553.991405293	138541.374355555	105835.580080748	177133.60064663	366276.185284369	310518.988594413	374256.331869401	372136.113862507
"BICC1"	42090.6058279797	38851.3264479116	75847.1857290715	66308.3913736045	161624.866817147	104051.196295768	287700.186949223	219261.402217671	189529.547281563	184705.95125109	112550.114979967	215489.952918142	367407.639068551	396578.223514371	353251.786367036	389901.12778265
"BICD1"	80170.4270066693	49761.81529928	59050.9398141876	17343.7899444252	226433.686260134	174059.634003788	163497.180817649	238142.157066613	299007.114674896	204306.871676818	225213.264161721	213655.099412426	378315.61176572	353531.442466192	349160.496378317	301787.544088438
"BICD2"	43335.3537460789	4367.86871869117	26415.7419092953	44110.812433064	217710.957396775	204636.233299971	258010.156080127	289307.244867086	179008.579719812	128292.981069535	239691.305579618	238965.398911387	379119.254508987	375299.291708507	335072.800773196	392084.368923679
"BID"	57319.2591778934	15450.6796505302	72654.5682642609	89386.3868433982	233453.572215512	152157.454611734	281453.913543373	237119.33363229	134220.983320847	217385.565070435	299423.639802262	261585.787078366	331115.859397687	388187.959650531	363063.1969776	353967.877128161
"BIK"	79697.3874326795	88338.3214008063	74124.4311910123	24906.0726258904	123597.675468773	189998.026983812	200115.989008918	159941.085008904	269177.949335426	297159.003186971	294852.261524647	189147.25407958	311535.08501593	332789.720664732	365672.369208187	318595.41318845
"BIN1"	94561.591790989	6686.23493984342	18405.782058835	80001.6880733892	268394.801486284	106505.316914991	184055.216656998	174238.220462576	247444.252716377	188044.967642054	101696.042902768	142084.039701149	310151.231638156	390914.94968161	323486.21499259	342613.790975884
"BIN2"	62944.4693913683	25087.1308147907	33400.1438459381	24698.2920682058	279666.508920491	142886.356916279	274762.737518176	210736.149922013	119003.676716238	211480.296356604	260640.778904781	123524.933960289	344970.957911573	370076.199271716	360535.870073363	311526.71284508
"BIN3"	84171.0742330179	58151.2256525457	24493.3396345004	36340.7417898998	257978.290738538	275400.474714115	165451.898192987	238885.055109859	164118.610369042	224622.887885198	165779.729327187	129615.727812052	341439.952445216	397411.998757161	304851.421480998	381185.02011057
"BIN3-IT1"	65539.7482682019	51826.9195454195	33612.9711708054	78974.6740367264	203686.910821125	200273.584574461	144519.534381106	154756.348999217	147775.614354759	102398.662036285	124075.622251257	192684.473283589	387475.054571405	371700.092614628	395339.866098948	335404.309700243
"BIRC2"	29942.2563752159	67052.754946053	83431.9514688104	10005.4236128926	167145.522171631	298802.543664351	250540.22022523	203309.190226719	264542.613178492	118554.503424093	111610.188428313	239448.428619653	310296.349646524	311569.567630067	386784.533853643	343735.666293651
"BIRC3"	56115.6243551522	7031.56478703022	18318.788940087	31846.6098979115	174331.117002293	211080.996925011	237353.956094012	145352.568710223	285686.501068994	155334.953125566	221349.30472821	113972.73298353	340991.960931569	301326.117478311	389676.830428652	339871.627488174
"BIRC5"	48220.6401880831	22372.4733106792	53147.8854827583	19828.4280253574	164757.463242859	276325.724972412	236481.744376943	236967.413546517	167052.39857547	240253.898780793	135009.393515065	279118.299530819	368949.8658292	332742.426148616	306144.701852463	367875.055363402
"BIRC6"	41222.5096486509	16294.3647941574	35850.3435738385	7445.94137649983	194852.727232501	193848.930159584	252203.240478411	129540.183302015	149819.409055635	214480.456523597	218891.584081575	109577.768994495	323864.581878297	397820.042213425	313787.767477334	348783.075623214
